,name,code
1199,씨앗,103660
1200,씨앤씨인터내셔널,352480
1201,씨앤에스링크,245450
1202,씨앤지하이테크,264660
1203,씨앤투스,352700
1204,씨에스베어링,297090
1205,씨에스윈드,112610
1206,씨엔알리서치,359090
1207,씨엔티드림,286000
1208,씨엔플러스,115530
1209,씨유메디칼,115480
1210,씨유테크,376290
1211,씨이랩,189330
1212,씨젠,96530
1213,씨케이에이치,900120
1214,씨큐브,101240
1215,씨티씨바이오,60590
1216,씨티케이,260930
1217,아가방컴퍼니,13990
1218,아나패스,123860
1219,아난티,25980
1220,아남전자,8700
1221,아리온,58220
1222,아모그린텍,125210
1223,아모레G,2790
1224,아모레퍼시픽,90430
1225,아모센스,357580
1226,아모텍,52710
1227,아미노로직스,74430
1228,아미코젠,92040
1229,아바코,83930
1230,아바텍,149950
1231,아비코전자,36010
1232,아세아,2030
1233,아세아시멘트,183190
1234,아세아제지,2310
1235,아세아텍,50860
1236,아센디오,12170
1237,아셈스,136410
1238,아스타,246720
1239,아스트,67390
1240,아스플로,159010
1241,아시아경제,127710
1242,아시아나IDT,267850
1243,아시아나항공,20560
1244,아시아종묘,154030
1245,아우딘퓨쳐스,227610
1246,아이디스,143160
1247,아이디스홀딩스,54800
1248,아이디피,332370
1249,아이마켓코리아,122900
1250,아이비김영,339950
1251,아이센스,99190
1252,아이스크림에듀,289010
1253,아이쓰리시스템,214430
1254,아이씨디,40910
1255,아이씨에이치,368600
1256,아이앤씨,52860
1257,아이에스동서,10780
1258,아이에스이커머스,69920
1259,아이에이,38880
1260,아이엘사이언스,307180
1261,아이엠,101390
1262,아이오바이오,447690
1263,아이오케이,78860
1264,아이윈,90150
1265,아이윈플러스,123010
1266,아이즈비전,31310
1267,아이진,185490
1268,아이컴포넌트,59100
1269,아이케이세미콘,149010
1270,아이퀘스트,262840
1271,아이큐어,175250
1272,아이크래프트,52460
1273,아이텍,119830
1274,아이톡시,52770
1275,아이티센,124500
1276,아이티아이즈,372800
1277,아이티엠반도체,84850
1278,아이패밀리에스씨,114840
1279,아주IB투자,27360
1280,아주스틸,139990
1281,아즈텍WB,32080
1282,아진산업,13310
1283,아진엑스텍,59120
1284,아톤,158430
1285,아퓨어스,149300
1286,아프리카TV,67160
1287,아하,102950
1288,안국약품,1540
1289,안랩,53800
1290,안지오랩,251280
1291,안트로젠,65660
1292,알로이스,297570
1293,알루코,1780
1294,알리코제약,260660
1295,알비더블유,361570
1296,알서포트,131370
1297,알에스오토메이션,140670
1298,알에프세미,96610
1299,알에프텍,61040
1300,알엔투테크놀로지,148250
1301,알체라,347860
1302,알테오젠,196170
1303,알톤스포츠,123750
1304,알티캐스트,85810
1305,알파홀딩스,117670
1306,알피바이오,314140
1307,압타머사이언스,291650
1308,압타바이오,293780
1309,앙츠,267810
1310,애경산업,18250
1311,애경케미칼,161000
1312,애니메디솔루션,390110
1313,애니젠,196300
1314,애니플러스,310200
1315,애드바이오텍,179530
1316,애머릿지,900100
1317,액션스퀘어,205500
1318,액토즈소프트,52790
1319,액트로,290740
1320,앤디포스,238090
1321,앤씨앤,92600
1322,앱코,129890
1323,앱클론,174900
1324,야스,255440
1325,양지사,30960
1326,어반리튬,73570
1327,어보브반도체,102120
1328,어스앤에어로스페이스,263540
1329,얼라인드,238120
1330,엄지하우스,224810
1331,에너토크,19990
1332,에넥스,11090
1333,에브리봇,270660
1334,에스넷,38680
1335,에스디바이오센서,137310
1336,에스디생명공학,217480
1337,에스디시스템,121890
1338,에스맥,97780
1339,에스비비테크,389500
1340,에스씨디,42110
1341,에스씨엠생명과학,298060
1342,에스아이리소스,65420
1343,에스알바이오텍,270210
1344,에스앤더블류,103230
1345,에스앤디,260970
1346,에스앤에스텍,101490
1347,에스에너지,95910
1348,에스에스알,275630
1349,에스에이엠티,31330
1350,에스에이티,60540
1351,에스에이티이엔지,351320
1352,에스에프에이,56190
1353,에스엔유,80000
1354,에스엘,5850
1355,에스엘바이오닉스,214310
1356,에스엘에스바이오,246250
1357,에스엘테라퓨틱스,258540
1358,에스엠,41510
1359,에스엠벡셀,10580
1360,에스엠비나,299670
1361,에스엠코어,7820
1362,에스와이,109610
1363,에스원,12750
1364,에스제이그룹,306040
1365,에스제이켐,217910
1366,에스케이씨에스,224020
1367,에스케이증권7호스팩,408920
1368,에스케이증권제8호스팩,435870
1369,에스코넥,96630
1370,에스텍,69510
1371,에스텍파마,41910
1372,에스트래픽,234300
1373,에스티아이,39440
1374,에스티오,98660
1375,에스티큐브,52020
1376,에스티팜,237690
1377,에스폴리텍,50760
1378,에스퓨얼셀,288620
1379,에스피시스템스,317830
1380,에스피지,58610
1381,에쎈테크,43340
1382,에쓰씨엔지니어링,23960
1383,에어부산,298690
1384,에이디엠코리아,187660
1385,에이디칩스,54630
1386,에이디테크놀로지,200710
1387,에이루트,96690
1388,에이리츠,140910
1389,에이블씨엔씨,78520
1390,에이비엘바이오,298380
1391,에이비온,203400
1392,에이비프로바이오,195990
1393,에이스침대,3800
1394,에이스테크,88800
1395,에이스토리,241840
1396,에이아이더뉴트리진,311960
1397,에이에프더블류,312610
1398,에이엔피,15260
1399,에이원알폼,234070
1400,에이치시티,72990
1401,에이치앤비디자인,227100
1402,에이치엔에스하이텍,44990
1403,에이치엘사이언스,239610
1404,에이치엠씨제4호스팩,353070
1405,에이치엠씨제5호스팩,353060
1406,에이치와이티씨,148930
1407,에이치케이,44780
1408,에이치피오,357230
1409,에이테크솔루션,71670
1410,에이텍,45660
1411,에이텍티앤,224110
1412,에이트원,230980
1413,에이티넘인베스트,21080
1414,에이티세미콘,89530
1415,에이팩트,200470
1416,에이펙스인텍,207490
1417,에이프로,262260
1418,에이프로젠,7460
1419,에이프로젠 H&G,109960
1420,에이프로젠바이오로직스,3060
1421,에이프릴바이오,397030
1422,에이플러스에셋,244920
1423,에이피티씨,89970
1424,에치에프알,230240
1425,에코마케팅,230360
1426,에코바이오,38870
1427,에코캡,128540
1428,에코프로,86520
1429,에코프로비엠,247540
1430,에코프로에이치엔,383310
1431,에코플라스틱,38110
1432,에프알텍,73540
1433,에프앤가이드,64850
1434,에프앤리퍼블릭,64090
1435,에프에스티,36810
1436,에프엔씨엔터,173940
1437,에프엔에스테크,83500
1438,엑사이엔씨,54940
1439,엑서지21,43090
1440,엑세스바이오,950130
1441,엑셈,205100
1442,엑스큐어,70300
1443,엑시콘,92870
1444,엔바이오니아,317870
1445,엔브이에이치코리아,67570
1446,엔비티,236810
1447,엔솔바이오사이언스,140610
1448,엔시스,333620
1449,엔시트론,101400
1450,엔씨소프트,36570
1451,엔에스엔,31860
1452,엔에스엠,238170
1453,엔에스컴퍼니,224760
1454,엔에이치스팩19호,380440
1455,엔에이치스팩20호,391060
1456,엔에이치스팩22호,396770
1457,엔에이치스팩23호,422040
1458,엔에이치스팩24호,437780
1459,엔에이치스팩25호,438580
1460,엔에이치스팩26호,439410
1461,엔에이치스팩27호,440820
1462,엔에프씨,265740
1463,엔젠바이오,354200
1464,엔젯,419080
1465,엔지브이아이,93510
1466,엔지스테크널러지,208860
1467,엔지켐생명과학,183490
1468,엔케이,85310
1469,엔케이맥스,182400
1470,엔켐,348370
1471,엔텔스,69410
1472,엔투텍,227950
1473,엔피,291230
1474,엔피디,198080
1475,엔피케이,48830
1476,엘디티,96870
1477,엘리비젼,276240
1478,엘브이엠씨홀딩스,900140
1479,엘비루셈,376190
1480,엘비세미콘,61970
1481,엘아이에스,138690
1482,엘앤씨바이오,290650
1483,엘앤에프,66970
1484,엘앤케이바이오,156100
1485,엘에이티,311060
1486,엘엠에스,73110
1487,엘오티베큠,83310
1488,엘컴텍,37950
1489,엘티씨,170920
1490,엠게임,58630
1491,엠로,58970
1492,엠벤처투자,19590
1493,엠브레인,169330
1494,엠씨넥스,97520
1495,엠아이텍,179290
1496,엠에스씨,9780
1497,엠에스오토텍,123040
1498,엠에프엠코리아,323230
1499,엠케이전자,33160
1500,엠투아이,347890
1501,엠투엔,33310
1502,엠플러스,259630
1503,엠피대산,65150
1504,엠피씨플러스,50540
1505,연우,115960
1506,영림원소프트랩,60850
1507,영보화학,14440
1508,영신금속,7530
1509,영우디에스피,143540
1510,영원무역,111770
1511,영원무역홀딩스,9970
1512,영진약품,3520
1513,영창케미칼,112290
1514,영풍,670
1515,영풍정밀,36560
1516,영풍제지,6740
1517,영화금속,12280
1518,영화테크,265560
1519,영흥,12160
1520,예림당,36000
1521,예선테크,250930
1522,예스24,53280
1523,예스코홀딩스,15360
1524,예스티,122640
1525,오가닉티코스메틱,900300
1526,오공,45060
1527,오디텍,80520
1528,오뚜기,7310
1529,오로라,39830
1530,오로스테크놀로지,322310
1531,오르비텍,46120
1532,오리엔탈정공,14940
1533,오리엔트바이오,2630
1534,오리엔트정공,65500
1535,오리온,271560
1536,오리온홀딩스,1800
1537,오리콤,10470
1538,오비고,352910
1539,오상자이엘,53980
1540,오성첨단소재,52420
1541,오션브릿지,241790
1542,오스코텍,39200
1543,오스테오닉,226400
1544,오스템,31510
1545,오스템임플란트,48260
1546,오에스피,368970
1547,오이솔루션,138080
1548,오킨스전자,80580
1549,오텍,67170
1550,오토앤,353590
1551,오파스넷,173130
1552,오픈베이스,49480
1553,오픈엣지테크놀로지,394280
1554,오하임아이엔티,309930
1555,올리패스,244460
1556,올릭스,226950
1557,옴니시스템,57540
1558,옵투스제약,131030
1559,옵트론텍,82210
1560,옵티시스,109080
1561,옵티코어,380540
1562,옵티팜,153710
1563,와이더플래닛,321820
1564,와이솔,122990
1565,와이아이케이,232140
1566,와이어블,65530
1567,와이엔텍,67900
1568,와이엠씨,155650
1569,와이엠텍,273640
1570,와이엠티,251370
1571,와이오엠,66430
1572,와이제이엠게임즈,193250
1573,와이즈버즈,273060
1574,와이지-원,19210
1575,와이지엔터테인먼트,122870
1576,와이투솔루션,11690
1577,와이팜,332570
1578,와토스코리아,79000
1579,용평리조트,70960
1580,우리금융지주,316140
1581,우리기술,32820
1582,우리기술투자,41190
1583,우리넷,115440
1584,우리로,46970
1585,우리바이오,82850
1586,우리산업,215360
1587,우리산업홀딩스,72470
1588,우리손에프앤지,73560
1589,우리엔터프라이즈,37400
1590,우리이앤엘,153490
1591,우리종금,10050
1592,우림피티에스,101170
1593,우성,6980
1594,우수AMS,66590
1595,우신시스템,17370
1596,우양,103840
1597,우원개발,46940
1598,우정바이오,215380
1599,우주일렉트로,65680
1600,우진,105840
1601,우진비앤지,18620
1602,우진아이엔에스,10400
1603,우진플라임,49800
1604,웅진,16880
1605,웅진씽크빅,95720
1606,원림,5820
1607,원바이오젠,307280
1608,원방테크,53080
1609,원익,32940
1610,원익IPS,240810
1611,원익QnC,74600
1612,원익머트리얼즈,104830
1613,원익큐브,14190
1614,원익피앤이,217820
1615,원익홀딩스,30530
1616,원일특강,12620
1617,원준,382840
1618,원텍,336570
1619,원티드랩,376980
1620,원포유,122830
1621,원풍,8370
1622,원풍물산,8290
1623,월덱스,101160
1624,웨이버스,336060
1625,웨이브일렉트로,95270
1626,웰바이오텍,10600
1627,웰크론,65950
1628,웰크론한텍,76080
1629,웹스,196700
1630,웹젠,69080
1631,웹케시,53580
1632,위니아,71460
1633,위니아에이드,377460
1634,위닉스,44340
1635,위더스제약,330350
1636,위드텍,348350
1637,위메이드,112040
1638,위메이드맥스,101730
1639,위메이드플레이,123420
1640,위세아이텍,65370
1641,위월드,140660
1642,위즈코프,38620
1643,위지윅스튜디오,299900
1644,위지트,36090
1645,윈스,136540
1646,윈텍,320000
1647,윈팩,97800
1648,윈하이텍,192390
1649,윌링스,313760
1650,윌비스,8600
1651,윙스풋,335870
1652,윙입푸드,900340
1653,유나이티드제약,33270
1654,유네코,64510
1655,유니드,14830
1656,유니드비티플러스,446070
1657,유니셈,36200
1658,유니슨,18000
1659,유니온,910
1660,유니온머티리얼,47400
1661,유니온커뮤니티,203450
1662,유니켐,11330
1663,유니퀘스트,77500
1664,유니크,11320
1665,유니테스트,86390
1666,유니테크노,241690
1667,유니트론텍,142210
1668,유니포인트,121060
1669,유라테크,48430
1670,유바이오로직스,206650
1671,유비벨록스,89850
1672,유비온,84440
1673,유비케어,32620
1674,유비쿼스,264450
1675,유비쿼스홀딩스,78070
1676,유성기업,2920
1677,유성티엔에스,24800
1678,유수홀딩스,700
1679,유신,54930
1680,유아이디,69330
1681,유아이엘,49520
1682,유안타제10호스팩,435380
1683,유안타제8호스팩,367480
1684,유안타제9호스팩,430700
1685,유안타증권,3470
1686,유에스티,263770
1687,유엑스엔,337840
1688,유엔젤,72130
1689,유유제약,220
1690,유일로보틱스,388720
1691,유일에너테크,340930
1692,유진기업,23410
1693,유진로봇,56080
1694,유진스팩6호,373340
1695,유진스팩7호,388800
1696,유진스팩8호,413630
1697,유진스팩9호,442130
1698,유진테크,84370
1699,유진투자증권,1200
1700,유테크,178780
1701,유투바이오,221800
1702,유티아이,179900
1703,유틸렉스,263050
1704,유한양행,100
1705,유화증권,3460
1706,육일씨엔에쓰,191410
1707,윤성에프앤씨,372170
1708,율촌화학,8730
1709,율호,72770
1710,이건산업,8250
1711,이건홀딩스,39020
1712,이구산업,25820
1713,이글루,67920
1714,이글벳,44960
1715,이노뎁,303530
1716,이노룰스,296640
1717,이노메트리,302430
1718,이노벡스,279060
1719,이노션,214320
1720,이노시스,56090
1721,이노와이어리스,73490
1722,이노인스트루먼트,215790
1723,이노진,344860
1724,이노테라피,246960
1725,이녹스,88390
1726,이녹스첨단소재,272290
1727,이니텍,53350
1728,이라이콤,41520
1729,이랜시스,264850
1730,이랜텍,54210
1731,이루다,164060
1732,이루온,65440
1733,이리츠코크렙,88260
1734,이마트,139480
1735,이미지스,115610
1736,이베스트투자증권,78020
1737,이브이첨단소재,131400
1738,이비테크,208850
1739,이삭엔지니어링,351330
1740,이상네트웍스,80010
1741,이성씨엔아이,379390
1742,이수앱지스,86890
1743,이수페타시스,7660
1744,이수화학,5950
1745,이스타코,15020
1746,이스트소프트,47560
1747,이스트아시아홀딩스,900110
1748,이씨에스,67010
1749,이아이디,93230
1750,이앤에치,341310
1751,이엔드디,101360
1752,이엔에프테크놀로지,102710
1753,이엔코퍼레이션,66980
1754,이엔플러스,74610
1755,이엘피,63760
1756,이엠넷,123570
1757,이엠앤아이,83470
1758,이엠코리아,95190
1759,이엠텍,91120
1760,이엠티,232530
1761,이연제약,102460
1762,이오테크닉스,39030
1763,이오플로우,294090
1764,이원컴포텍,88290
1765,이월드,84680
1766,이즈미디어,181340
1767,이지바이오,353810
1768,이지스레지던스리츠,350520
1769,이지스밸류리츠,334890
1770,이지케어텍,99750
1771,이지트로닉스,377330
1772,이지홀딩스,35810
1773,이큐셀,160600
1774,이크레더블,92130
1775,이트론,96040
1776,이퓨쳐,134060
1777,이화공영,1840
1778,이화산업,760
1779,이화전기,24810
1780,인디에프,14990
1781,인바디,41830
1782,인바이오,352940
1783,인바이오젠,101140
1784,인바이츠바이오코아,216400
1785,인베니아,79950
1786,인벤티지랩,389470
1787,인산가,277410
1788,인선이엔티,60150
1789,인성정보,33230
1790,인스코비,6490
1791,인지디스플레,37330
1792,인지소프트,100030
1793,인지컨트롤스,23800
1794,인천도시가스,34590
1795,인카금융서비스,211050
1796,인콘,83640
1797,인크로스,216050
1798,인탑스,49070
1799,인터로조,119610
1800,인터엠,17250
1801,인터지스,129260
1802,인터플렉스,51370
1803,인텍플러스,64290
1804,인텔리안테크,189300
1805,인트로메딕,150840
1806,인트론바이오,48530
1807,인팩,23810
1808,인포마크,175140
1809,인포바인,115310
1810,인포뱅크,39290
1811,인피니트헬스케어,71200
1812,인화정공,101930
1813,일동제약,249420
1814,일동홀딩스,230
1815,일성건설,13360
1816,일성신약,3120
1817,일승,333430
1818,일신바이오,68330
1819,일신방직,3200
1820,일신석재,7110
1821,일야,58450
1822,일양약품,7570
1823,일정실업,8500
1824,일지테크,19540
1825,일진다이아,81000
1826,일진디스플,20760
1827,일진머티리얼즈,20150
1828,일진전기,103590
1829,일진파워,94820
1830,일진하이솔루스,271940
1831,일진홀딩스,15860
1832,잇츠한불,226320
1833,잉글우드랩,950140
1834,잉크테크,49550
1835,자비스,254120
1836,자연과환경,43910
1837,자이글,234920
1838,자이언트스텝,289220
1839,자이에스앤디,317400
1840,자화전자,33240
1841,장원테크,174880
1842,재영솔루텍,49630
1843,저스템,417840
1844,전방,950
1845,전진바이오팜,110020
1846,정다운,208140
1847,정상제이엘에스,40420
1848,정원엔시스,45510
1849,제너셈,217190
1850,제넥신,95700
1851,제넨바이오,72520
1852,제노레이,122310
1853,제노코,361390
1854,제노텍,66830
1855,제노포커스,187420
1856,제놀루션,225220
1857,제닉,123330
1858,제로투세븐,159580
1859,제룡산업,147830
1860,제룡전기,33100
1861,제우스,79370
1862,제이브이엠,54950
1863,제이스코홀딩스,23440
1864,제이스텍,90470
1865,제이시스메디칼,287410
1866,제이씨케미칼,137950
1867,제이씨현시스템,33320
1868,제이아이테크,417500
1869,제이알글로벌리츠,348950
1870,제이앤티씨,204270
1871,제이에스코퍼레이션,194370
1872,제이에스티나,26040
1873,제이엔케이히터,126880
1874,제이엘케이,322510
1875,제이엠멀티,254160
1876,제이엠아이,33050
1877,제이엠티,94970
1878,제이웨이,58420
1879,제이준코스메틱,25620
1880,제이티,89790
1881,제일기획,30000
1882,제일바이오,52670
1883,제일약품,271980
1884,제일연마,1560
1885,제일전기공업,199820
1886,제일테크노스,38010
1887,제일파마홀딩스,2620
1888,제주맥주,276730
1889,제주반도체,80220
1890,제주은행,6220
1891,제주항공,89590
1892,제테마,216080
1893,젠큐릭스,229000
1894,젬,248020
1895,젬백스,82270
1896,젬백스링크,64800
1897,조광ILI,44060
1898,조광페인트,4910
1899,조광피혁,4700
1900,조비,1550
1901,조선내화,480
1902,조선선재,120030
1903,조아제약,34940
1904,조이시티,67000
1905,조일알미늄,18470
1906,조흥,2600
1907,종근당,185750
1908,종근당바이오,63160
1909,종근당홀딩스,1630
1910,좋은사람들,33340
1911,주성엔지니어링,36930
1912,주연테크,44380
1913,줌인터넷,239340
1914,중앙디앤엠,51980
1915,중앙백신,72020
1916,중앙에너비스,440
1917,지나인제약,78650
1918,지노믹트리,228760
1919,지놈앤컴퍼니,314130
1920,지누스,13890
1921,지니너스,389030
1922,지니뮤직,43610
1923,지니언스,263860
1924,지니틱스,303030
1925,지더블유바이텍,36180
1926,지란지교시큐리티,208350
1927,지씨셀,144510
1928,지아이텍,382480
1929,지앤비에스엔지니어링,382800
1930,지앤이헬스케어,299480
1931,지어소프트,51160
1932,지에스이,53050
1933,지에프씨생명과학,388610
1934,지엔씨에너지,119850
1935,지엔원에너지,270520
1936,지엔코,65060
1937,지엘팜텍,204840
1938,지엠비코리아,13870
1939,지역난방공사,71320
1940,지오엘리먼트,311320
1941,지투알,35000
1942,지투파워,388050
1943,지티지웰니스,219750
1944,진도,88790
1945,진로발효,18120
1946,진매트릭스,109820
1947,진바이오텍,86060
1948,진성티이씨,36890
1949,진시스템,363250
1950,진양산업,3780
1951,진양제약,7370
1952,진양폴리,10640
1953,진양홀딩스,100250
1954,진양화학,51630
1955,진에어,272450
1956,진원생명과학,11000
1957,진코스텍,250030
1958,진흥기업,2780
1959,질경이,233990
1960,차바이오텍,85660
1961,차백신연구소,261780
1962,참엔지니어링,9310
1963,참좋은여행,94850
1964,창해에탄올,4650
1965,천보,278280
1966,천일고속,650
1967,청광건설,140290
1968,청담글로벌,362320
1969,체리부로,66360
1970,체시스,33250
1971,초록뱀미디어,47820
1972,초록뱀이앤엠,131100
1973,초록뱀컴퍼니,52300
1974,초록뱀헬스케어,118000
1975,칩스앤미디어,94360
1976,카나리아바이오,16790
1977,카스,16920
1978,카이노스메드,284620
1979,카이바이오텍,446600
1980,카카오,35720
1981,카카오게임즈,293490
1982,카카오뱅크,323410
1983,카카오페이,377300
1984,카페24,42000
1985,카프로,6380
1986,캐리소프트,317530
1987,캐스텍코리아,71850
1988,캠시스,50110
1989,커넥트웨이브,119860
1990,커머스마이너,223310
1991,컨버즈,109070
1992,컬러레이,900310
1993,컴투스,78340
1994,컴투스홀딩스,63080
1995,컴퍼니케이,307930
1996,케스피온,79190
1997,케어랩스,263700
1998,케어젠,214370
1999,케이디켐,221980
2000,케이비아이동국실업,1620
2001,케이비제21호스팩,424140
2002,케이비제22호스팩,436530
2003,케이비제23호스팩,440200
2004,케이사인,192250
2005,케이씨,29460
2006,케이씨에스,115500
2007,케이씨텍,281820
2008,케이씨티,89150
2009,케이씨피드,25880
2010,케이아이엔엑스,93320
2011,케이에스피,73010
2012,케이엔더블유,105330
2013,케이엔제이,272110
2014,케이엘넷,39420
2015,케이엠,83550
2016,케이엠더블유,32500
2017,케이엠제약,225430
2018,케이옥션,102370
2019,케이카,381970
2020,케이탑리츠,145270
2021,케이티알파,36030
2022,케이프,64820
2023,케이피에스,256940
2024,케이피에프,24880
2025,케이피엠테크,42040
2026,케이피티유,54410
2027,케일럼,258610
2028,켄코아에어로스페이스,274090
2029,켈스,402420
2030,켐트로닉스,89010
2031,켐트로스,220260
2032,코나솔,176590
2033,코나아이,52400
2034,코난테크놀로지,402030
2035,코닉오토메이션,391710
2036,코다코,46070
2037,코데즈컴바인,47770
2038,코드네이처,78940
2039,코디,80530
2040,코람코더원리츠,417310
2041,코람코에너지리츠,357120
2042,코렌텍,104540
2043,코리아나,27050
2044,코리아써키트,7810
2045,코리아에셋투자증권,190650
2046,코리아에프티,123410
2047,코리안리,3690
2048,코맥스,36690
2049,코메론,49430
2050,코미코,183300
2051,코미팜,41960
2052,코세스,89890
2053,코센,9730
2054,코셋,189350
2055,코스나인,82660
2056,코스맥스,192820
2057,코스맥스비티아이,44820
2058,코스맥스엔비티,222040
2059,코스메카코리아,241710
2060,코스모신소재,5070
2061,코스모화학,5420
2062,코스온,69110
2063,코스텍시스템,169670
2064,코아스,71950
2065,코아스템켐온,166480
2066,코아시아,45970
2067,코아시아옵틱스,196450
2068,코엔텍,29960
2069,코오롱,2020
2070,코오롱글로벌,3070
2071,코오롱생명과학,102940
2072,코오롱인더,120110
2073,코오롱티슈진,950160
2074,코오롱플라스틱,138490
2075,코원플레이,56000
2076,코웨이,21240
2077,코웰패션,33290
2078,코위버,56360
2079,코윈테크,282880
2080,코이즈,121850
2081,코콤,15710
2082,코텍,52330
2083,코퍼스코리아,322780
2084,콘텐트리중앙,36420
2085,콜마비앤에이치,200130
2086,콤텍시스템,31820
2087,쿠콘,294570
2088,쿠쿠홀딩스,192400
2089,쿠쿠홈시스,284740
2090,퀀타매트릭스,317690
2091,큐라클,365270
2092,큐러블,86460
2093,큐렉소,60280
2094,큐로,15590
2095,큐로컴,40350
2096,큐로홀딩스,51780
2097,큐리언트,115180
2098,큐브엔터,182360
2099,큐알티,405100
2100,큐에스아이,66310
2101,큐엠씨,136660
2102,큐캐피탈,16600
2103,크라운제과,264900
2104,크라운해태홀딩스,5740
2105,크래프톤,259960
2106,크레버스,96240
2107,크로넥스,215570
2108,크로바하이텍,43590
2109,크루셜텍,114120
2110,크리스에프앤씨,110790
2111,크리스탈신소재,900250
2112,크리스탈지노믹스,83790
2113,크린앤사이언스,45520
2114,클라우드에어,36170
2115,클래시스,214150
2116,클리노믹스,352770
2117,클리오,237880
2118,키네마스터,139670
2119,키다리스튜디오,20120
2120,키움제6호스팩,413600
2121,키움제7호스팩,433530
2122,키움증권,39490
2123,키이스트,54780
2124,타스컴,336040
2125,타이거일렉,219130
2126,타이드,346010
2127,타임기술,318660
2128,탈로스,434190
2129,탑머티리얼,360070
2130,탑선,180060
2131,탑엔지니어링,65130
2132,탑코미디어,134580
2133,태경비케이,14580
2134,태경산업,15890
2135,태경케미컬,6890
2136,태광,23160
2137,태광산업,3240
2138,태림포장,11280
2139,태성,323280
2140,태양,53620
2141,태양금속,4100
2142,태양기계,116100
2143,태영건설,9410
2144,태웅,44490
2145,태웅로직스,124560
2146,태원물산,1420
2147,태평양물산,7980
2148,테고사이언스,191420
2149,테라사이언스,73640
2150,테라젠이텍스,66700
2151,테스,95610
2152,테이팩스,55490
2153,테크엔,308700
2154,테크엘,64520
2155,테크윙,89030
2156,테크트랜스,258050
2157,텔레칩스,54450
2158,텔레필드,91440
2159,텔코웨어,78000
2160,텔콘RF제약,200230
2161,토니모리,214420
2162,토마토시스템,393210
2163,토박스코리아,215480
2164,토비스,51360
2165,토탈소프트,45340
2166,톱텍,108230
2167,투비소프트,79970
2168,툴젠,199800
2169,트루윈,105550
2170,트윔,290090
2171,특수건설,26150
2172,티라유텍,322180
2173,티로보틱스,117730
2174,티비씨,33830
2175,티사이언티픽,57680
2176,티쓰리,204610
2177,티씨케이,64760
2178,티앤알바이오팹,246710
2179,티앤엘,340570
2180,티에스넥스젠,43220
2181,티에스아이,277880
2182,티에스이,131290
2183,티에이치엔,19180
2184,티에프이,425420
2185,티엘비,356860
2186,티엘아이,62860
2187,티엘엔지니어링,413300
2188,티와이홀딩스,363280
2189,티움바이오,321550
2190,티웨이항공,91810
2191,티웨이홀딩스,4870
2192,티케이케미칼,104480
2193,티플랙스,81150
2194,티피씨글로벌,130740
2195,틸론,217880
2196,팅크웨어,84730
2197,파나진,46210
2198,파나케이아,58530
2199,파라다이스,34230
2200,파라텍,33540
2201,파루,43200
2202,파마리서치,214450
2203,파마리서치바이오,217950
2204,파멥신,208340
2205,파미셀,5690
2206,파버나인,177830
2207,파세코,37070
2208,파수,150900
2209,파워넷,37030
2210,파워로직스,47310
2211,파워풀엑스,266870
2212,파이버프로,368770
2213,파이오링크,170790
2214,파인디앤씨,49120
2215,파인디지털,38950
2216,파인엠텍,441270
2217,파인테크닉스,106240
2218,파인텍,131760
2219,파커스,65690
2220,파크시스템스,140860
2221,파트론,91700
2222,판도라티비,202960
2223,판타지오,32800
2224,팜스빌,318010
2225,팜스코,36580
2226,팜스토리,27710
2227,팜젠사이언스,4720
2228,패션플랫폼,225590
2229,팬스타엔터프라이즈,54300
2230,팬엔터테인먼트,68050
2231,팬오션,28670
2232,팬젠,222110
2233,퍼스텍,10820
2234,퍼시스,16800
2235,펄어비스,263750
2236,펌텍코리아,251970
2237,페이퍼코리아,1020
2238,펨토바이오메드,327610
2239,펨트론,168360
2240,펩트론,87010
2241,평화산업,90080
2242,평화홀딩스,10770
2243,포메탈,119500
2244,포바이포,389140
2245,포스코 ICT,22100
2246,포스코스틸리온,58430
2247,포스코엠텍,9520
2248,포스코인터내셔널,47050
2249,포스코케미칼,3670
2250,포시에스,189690
2251,포인트모바일,318020
2252,포인트엔지니어링,256630
2253,포커스에이치엔에스,331380
2254,폴라리스세원,234100
2255,폴라리스오피스,41020
2256,폴라리스우노,114630
2257,푸드나무,290720
2258,푸드웰,5670
2259,푸른기술,94940
2260,푸른저축은행,7330
2261,풀무원,17810
2262,풍강,93380
2263,풍국주정,23900
2264,풍산,103140
2265,풍산홀딩스,5810
2266,풍원정밀,371950
2267,퓨런티어,370090
2268,퓨쳐메디신,341170
2269,퓨쳐켐,220100
2270,프럼파스트,35200
2271,프레스티지바이오로직스,334970
2272,프레스티지바이오파마,950210
2273,프로스테믹스,203690
2274,프로이천,321260
2275,프로테옴텍,303360
2276,프로텍,53610
2277,프롬바이오,377220
2278,프리시젼바이오,335810
2279,프리엠스,53160
2280,플라즈맵,405000
2281,플래스크,41590
2282,플래티어,367000
2283,플랜티넷,75130
2284,플럼라인생명과학,222670
2285,플레이그램,9810
2286,플레이디,237820
2287,플레이위드,23770
2288,플리토,300080
2289,피노텍,150440
2290,피델릭스,32580
2291,피씨디렉트,51380
2292,피씨엘,241820
2293,피앤씨테크,237750
2294,피에스엠씨,24850
2295,피에스케이,319660
2296,피에스케이홀딩스,31980
2297,피에스텍,2230
2298,피에이치씨,57880
2299,피에이치에이,43370
